verb,noun,count,percentage
cut,aubergine,11,0.014
put-in,cupboard,11,0.014
rinse,spoon:wooden,11,0.014
cut,mozzarella,11,0.014
insert,cap:burner,11,0.014
place-in,bowl,11,0.014
put-down,milk,11,0.014
move,kettle,11,0.014
unfold,dough,11,0.014
take,waste,11,0.014
grab,bottle,11,0.014
take,vegetable,11,0.014
put-down,clip,11,0.014
take,tong,11,0.014
grab,cloth,11,0.014
stir,soup,11,0.014
put,peach,11,0.014
put,pasta,11,0.014
grind,spice,11,0.014
put-down,mixer,11,0.014
wash,ladle,11,0.014
put-down,bottle:oil,11,0.014
move,rack:drying,11,0.014
take,lighter,11,0.014
pick-up,cream,11,0.014
put,carrot,11,0.014
open,bag:coffee,11,0.014
turn-off,heat,11,0.014
grab,pan,11,0.014
take,meat,11,0.014
close,package,11,0.014
put-down,garlic,11,0.014
grab,salt,11,0.014
take,peach,11,0.014
put-down,finger:fish,11,0.014
pick-up,lemon,11,0.014
take,chilli:green,11,0.014
put-down,utensil,11,0.014
pour-from,soup,11,0.014
pour,sauce,11,0.014
put-away,glass,11,0.014
pour,meat,11,0.014
clean,cooker,11,0.014
pick-up,tongs,11,0.014
pick-up,teapot,11,0.014
pour,cereal,11,0.014
close,door:cupboard,11,0.014
break,egg,11,0.014
put,spice,11,0.014
pour-from,oil,11,0.014
put-in,butter,11,0.014
put-down,bin,11,0.014
take-out,bowl,11,0.014
place-on,plate,11,0.014
insert,filter,11,0.014
hold,bowl,11,0.014
turn-on,fan:extractor,11,0.014
put-in,bun:bao,11,0.014
put-down,bottle:milk,11,0.014
put-away,fork,11,0.014
take,mozzarella,10,0.013
pick-up,leaf,10,0.013
put-into,bag,10,0.013
put,liquid:dishwashing,10,0.013
eat,piece:pitta,10,0.013
remove,residue:food,10,0.013
pick-up,holder:coffee,10,0.013
turn-on,blender:hand,10,0.013
scoop-out,egg,10,0.013
pick-up,holder:pot,10,0.013
put,pepper,10,0.013
take,leaf:curry,10,0.013
move,sponge,10,0.013
scour,wok,10,0.013
shake,tupperware,10,0.013
put,grater,10,0.013
move,butter,10,0.013
clean,mat:place,10,0.013
put-on,oregano,10,0.013
pick-up,roll:paper,10,0.013
put-on,onion,10,0.013
cut-into,lettuce,10,0.013
move,chicken,10,0.013
pour-from,flour,10,0.013
pick-up,piece:carrot,10,0.013
move,bread,10,0.013
put-on,ball:dough,10,0.013
pour,soap,10,0.013
pick-up,utensil,10,0.013
pour,pepper,10,0.013
place-on,spatula:wooden,10,0.013
clean,microwave,10,0.013
light,cooker,10,0.013
empty,capsule,10,0.013
pick-up,omelette,10,0.013
put-onto,plate,10,0.013
take,rice,10,0.013
put,container,10,0.013
empty,mug,10,0.013
shake-off,hand,10,0.013
put,sugar,10,0.013
shake,saucepan,10,0.013
put-on,pizza,10,0.013
put,bowl:washing:up,10,0.013
put-into,dustbin,10,0.013
pick-up,packaging,10,0.013
put-on,sauce,10,0.013
put-into,glass,10,0.013
tilt,saucepan,10,0.013
chop,squash,10,0.013
pour-from,spice,10,0.013
open,flour,10,0.013
put-down,lid:saucepan,10,0.013
pick-up,can:tin,10,0.013
open,box:cereal,10,0.013
pick-up,broccoli,10,0.013
pick-up,box:lunch,10,0.013
put-down,slice:bread,10,0.013
sprinkle,salt,10,0.013
put-down,yogurt,10,0.013
rinse,rag,10,0.013
put-down,knife:mincing,10,0.013
peel,sausage,10,0.013
wash,grater,10,0.013
pick-up,bottle:water,10,0.013
close,milk,10,0.013
grab,bag,10,0.013
squeeze,bottle:milk,10,0.013
adjust,oven,10,0.013
put-down,oil:olive,10,0.013
rinse,courgette,10,0.013
close,squash,10,0.013
squeeze,liquid:washing:up,10,0.013
stir,quorn,10,0.013
put,water,10,0.013
rinse,wok,10,0.013
rinse,saucer,10,0.013
peel-off,dough,10,0.013
put-down,filter:water,10,0.013
get,potato,10,0.013
take,cloth:table,10,0.013
put,yoghurt,10,0.013
put-in,sugar,10,0.013
take,filter,10,0.013
pick-up,glass:wine,10,0.013
put-down,bag:flour,10,0.013
wear,apron,10,0.013
put-in,filter,10,0.013
put-down,biscuit,10,0.013
close,drawer:freezer,10,0.013
turn-on,switch,10,0.013
pick-up,dog:hot,10,0.013
close,locker,10,0.013
wash,potato,10,0.013
take,cereal,10,0.013
put-down,cloth:table,10,0.013
move-in,meat,10,0.013
take,bowl:salad,10,0.013
get,ball:dough,10,0.013
put-down,container:food,10,0.013
scoop,rice,10,0.013
take,banana,10,0.013
rinse,scissors,9,0.012
open,door:oven,9,0.012
move,cloth,9,0.012
pick-up,sieve,9,0.012
open,pepper,9,0.012
wipe,table,9,0.012
wear,glove:oven,9,0.012
turn-on,scale,9,0.012
put-on,mix:meat,9,0.012
throw,lid,9,0.012
scrub,pot,9,0.012
wipe-off,knife,9,0.012
rinse,rest:spoon,9,0.012
scrub,mug,9,0.012
rinse,pot:moka,9,0.012
open,machine:washing,9,0.012
chop,ginger,9,0.012
place,container,9,0.012
wipe-with,bowl,9,0.012
chop,parsley,9,0.012
mix,vegetable,9,0.012
open,locker,9,0.012
add,nut:pine,9,0.012
pick-up,sauce:soy,9,0.012
pick-up,bag:flour,9,0.012
open,spice,9,0.012
open,squash,9,0.012
eat,olive,9,0.012
remove,skin:onion,9,0.012
pick-up,jar:clip:top,9,0.012
uncover,pot,9,0.012
remove,glove,9,0.012
move,slice:bread,9,0.012
move-into,piece:meat,9,0.012
turn-off,kettle,9,0.012
scoop,kiwi,9,0.012
put-onto,pasta,9,0.012
pick-up,lid:pan,9,0.012
rinse,cafetiere,9,0.012
empty,filter,9,0.012
empty,glass,9,0.012
wash,cutlery,9,0.012
turn-down,heat,9,0.012
rinse,carafe,9,0.012
brush-with,dough,9,0.012
move,paper,9,0.012
pick-up,pancake:crispy,9,0.012
top,carrot:tail,9,0.012
tip-out,water,9,0.012
rinse,v60,9,0.012
wash,stove,9,0.012
pick-up,rag,9,0.012
rinse,tomato,9,0.012
pick-up,residue:food,9,0.012
move,dough,9,0.012
open,cheese,9,0.012
pick-up,glove:rubber,9,0.012
put-in,cereal,9,0.012
mix,sauce,9,0.012
put,towel,9,0.012
switch-on,gas,9,0.012
switch-on,light,9,0.012
switch-on,oven,9,0.012
close,maker:coffee,9,0.012
get,bag:plastic,9,0.012
put-in,potato:sweet,9,0.012
hang,shirt:t,9,0.012
put-down,bone:chicken,9,0.012
pop-out,cube:ice,9,0.012
put-in,sponge,9,0.012
take,jar,9,0.012
put-down,jug:measuring,9,0.012
put,scissors,9,0.012
take,jug,9,0.012
fold,towel:tea,9,0.012
put,rice,9,0.012
slice,chilli,9,0.012
rinse,peeler,9,0.012
take,lemon,9,0.012
put-in,tray:baking,9,0.012
close,bottle:milk,9,0.012
put,lighter,9,0.012
put-down,holder:coffee,9,0.012
put-down,leaf,9,0.012
take,rubbish,9,0.012
put-down,support,9,0.012
spread-in,oil,9,0.012
put-in,box:lunch,9,0.012
put-in,biscuit,9,0.012
spray,cleaner,9,0.012
put-down,water,9,0.012
get,scissors,9,0.012
squeeze,lime,9,0.012
cut,avocado,9,0.012
put-down,tong,9,0.012
put-down,tofu,9,0.012
put-down,sugar,9,0.012
sponge,mug,9,0.012
squirt,liquid:washing:up,9,0.012
cook,chicken,9,0.012
put-down,spice,9,0.012
stir,chicken,9,0.012
put-down,rack:drying,9,0.012
put-down,phone,9,0.012
put-down,pancake:crispy,9,0.012
grab,colander,9,0.012
put-down,mixture,9,0.012
cut,choi:pak,9,0.012
inspect,hand,9,0.012
take,detergent,9,0.012
put,coffee,9,0.012
pour-into,sugar,9,0.012
lather,spatula,9,0.012
put,cap,9,0.012
pour,sugar,9,0.012
lower,heat,9,0.012
take-out,meat,9,0.012
pour-into,stock,9,0.012
put-on,board:chopping,9,0.012
pour-into,cereal,9,0.012
cut,vegetable,9,0.012
fill,saucepan,9,0.012
clean,stove,9,0.012
press,dough,9,0.012
press-down,dough,9,0.012
put-into,saucepan,9,0.012
put-on,colander,9,0.012
open,hummus,9,0.012
pour,tomato,9,0.012
put,bread,9,0.012
open,yoghurt,8,0.01
fill-with,glass,8,0.01
peel,banana,8,0.01
pick-up,slice:butter,8,0.01
pour-in,pasta,8,0.01
put-down,powder,8,0.01
put-in,garbage,8,0.01
fill-with,saucepan,8,0.01
pick,olive,8,0.01
grab,box:lunch,8,0.01
rinse,cup:coffee,8,0.01
open,bottle:milk,8,0.01
pour-into,coffee,8,0.01
pour-into,oil:olive,8,0.01
put-down,spoon:measuring,8,0.01
open,counter,8,0.01
open,coffee,8,0.01
put-down,yoghurt,8,0.01
open,jar:sugar,8,0.01
rinse,packaging,8,0.01
pour,chickpea,8,0.01
put-in,board:cutting,8,0.01
place,board:chopping,8,0.01
rinse,lettuce,8,0.01
put-in,bin:food,8,0.01
put-on,bread,8,0.01
open,egg,8,0.01
open,oil:olive,8,0.01
fill-up,kettle,8,0.01
pour,spice,8,0.01
open,olive,8,0.01
open,cube:stock,8,0.01
open,cover,8,0.01
get,tomato,8,0.01
pick-up,banana,8,0.01
open,rice,8,0.01
get,leaf:salad,8,0.01
open,sauce,8,0.01
pick-up,bag:pine:nut,8,0.01
pick-up,blender,8,0.01
put-into,oil:olive,8,0.01
pick-up,belly:pork,8,0.01
put,strainer,8,0.01
move,towel:tea,8,0.01
pick-up,grater:cheese,8,0.01
put-into,cup,8,0.01
pick-up,opener:can,8,0.01
flip,patty:tuna,8,0.01
put-into,clothes,8,0.01
put-onto,aubergine,8,0.01
lather,saucer,8,0.01
put,pesto,8,0.01
put,pepper:bell,8,0.01
put,liquid:washing,8,0.01
pick-up,kale,8,0.01
move,scale,8,0.01
pick-up,knife:mincing,8,0.01
put,chilli:green,8,0.01
put,lettuce,8,0.01
put-onto,lid,8,0.01
put,dog:hot,8,0.01
ladle,curd:lemon,8,0.01
lather,colander,8,0.01
pick-up,patty:tuna,8,0.01
put-in,sausage,8,0.01
lay-out,paper:greaseproof,8,0.01
put-on,pasta,8,0.01
pick-up,blackberry,8,0.01
move,dish,8,0.01
put-into,cereal,8,0.01
pick-up,block:chopping,8,0.01
pour-into,onion,8,0.01
pick-up,bottle:washing:liquid,8,0.01
grab,maker:coffee,8,0.01
put-down,lemon,8,0.01
put-down,leaf:lettuce,8,0.01
pick-up,bowl:washing:up,8,0.01
put-down,bottle:water,8,0.01
put-into,leaf:pak:choi,8,0.01
pick-up,brush,8,0.01
pick-up,choi:pak,8,0.01
pick-up,courgette,8,0.01
put-down,cover,8,0.01
pick-up,phone,8,0.01
pick-up,cube:ice,8,0.01
let,saucepan,8,0.01
put-into,fish,8,0.01
rinse,peach,8,0.01
put,squash,8,0.01
check,meat,8,0.01
scoop,jam,8,0.01
take,pizza,8,0.01
shake,cup,8,0.01
shake,container,8,0.01
stuff-with,tortilla,8,0.01
trim-into,bean:green,8,0.01
turn-over,booklet:instruction,8,0.01
cut,chilli,8,0.01
check,coffee,8,0.01
take,can,8,0.01
spray,cleanser,8,0.01
close,pepper,8,0.01
stir-into,vegetable,8,0.01
stir-in,salad,8,0.01
roll,egg,8,0.01
take,lid:saucepan,8,0.01
take,chilli:red,8,0.01
close,box:cereal,8,0.01
stir-fry,vegetable,8,0.01
sponge,board:chopping,8,0.01
shake,filter,8,0.01
take,pepper:bell,8,0.01
taste,food,8,0.01
close,machine:washing,8,0.01
slice,banana,8,0.01
slice,butter,8,0.01
tap,egg,8,0.01
take,packaging,8,0.01
take,bin,8,0.01
switch-on,stove,8,0.01
brush,pot,8,0.01
turn-off,blender:hand,8,0.01
turn-off,blender,8,0.01
shake,rice,8,0.01
take,milk:soy,8,0.01
switch-off,tap:water,8,0.01
take,bottle:oil,8,0.01
turn,pasta,8,0.01
wash,surface:hob,8,0.01
blend,ingredient,8,0.01
spoon-into,flour,8,0.01
shake,bottle:milk,8,0.01
close,bread,8,0.01
stir,coconut,8,0.01
take,squash,8,0.01
check,time,8,0.01
squeeze,rag,8,0.01
take,flour,8,0.01
clean,sink:kitchen,8,0.01
throw,cover,8,0.01
rinse,strainer,8,0.01
squeeze-out,sponge,8,0.01
close,drawer:fridge,8,0.01
take,cucumber,8,0.01
add,water,8,0.01
stir,flour,8,0.01
spread,butter,8,0.01
clean,mug,8,0.01
throw,peel:onion,8,0.01
wash,leaf:lettuce,8,0.01
take,container:milk,8,0.01
sprinkle,cheese,8,0.01
stir,spoon,8,0.01
turn-on,machine:washing,7,0.009
grind,pepper,7,0.009
turn-on,machine,7,0.009
put-on,pie,7,0.009
scratch-off,dough,7,0.009
pick-up,half:lemon,7,0.009
take-out,tortilla,7,0.009
pour-in,coffee,7,0.009
mix,meat,7,0.009
put-into,dice:courgette,7,0.009
put-into,cheese,7,0.009
put-down,cucumber,7,0.009
grab,tray,7,0.009
put-on,piece:salami,7,0.009
clean,fork,7,0.009
put-into,colander,7,0.009
grate,carrot,7,0.009
wash,hob,7,0.009
put-into,food,7,0.009
pick-up,jar:spice,7,0.009
turn-on,heat,7,0.009
break,meat,7,0.009
pour-in,salt,7,0.009
wash,jug,7,0.009
place-in,potato,7,0.009
take,bag:plastic,7,0.009
wait-for,risotto,7,0.009
pour-from,milk,7,0.009
take-out,spoon,7,0.009
shake,can,7,0.009
put-down,eggshell,7,0.009
feel,temperature:water,7,0.009
cut-into,potato,7,0.009
take,courgette,7,0.009
pick-up,dice:courgette,7,0.009
hang,sock,7,0.009
hang,towel:tea,7,0.009
unload,glass,7,0.009
pour,packaging,7,0.009
unplug,plug,7,0.009
cut-into,tomato,7,0.009
put-on,counter,7,0.009
pick-up,chickpea,7,0.009
hang-on,mug,7,0.009
measure,spice,7,0.009
put-into,sauce,7,0.009
mix,cheese,7,0.009
grind-into,pepper,7,0.009
take,butter,7,0.009
take,finger:lady,7,0.009
cut-in,tomato:cherry,7,0.009
take-out,slice:bread,7,0.009
pour,detergent,7,0.009
pick-up,foil:aluminium,7,0.009
take,breast:chicken,7,0.009
put-into,oil,7,0.009
wash,courgette,7,0.009
pick-up,floor,7,0.009
fill-with,spoon,7,0.009
hold,dough,7,0.009
wash,chopstick,7,0.009
put-on,food,7,0.009
put-on,fish,7,0.009
cut-into,ginger,7,0.009
shovel-up,cucumber,7,0.009
place,salt,7,0.009
turn-on,blender,7,0.009
move,liquid:washing:up,7,0.009
grab,cheese,7,0.009
pick-up,powder,7,0.009
pick-up,potato:sweet,7,0.009
move,fork,7,0.009
spread,flour,7,0.009
pick-up,pot:coffee,7,0.009
grab,cup:coffee,7,0.009
put-in,container,7,0.009
stir,water,7,0.009
spoon,sugar,7,0.009
pick-up,piece:onion,7,0.009
spoon,starter,7,0.009
pick-up,piece:lemon:squeezer,7,0.009
get,kettle,7,0.009
pick-up,pesto,7,0.009
put-in,floret,7,0.009
close,pot,7,0.009
get,glass,7,0.009
place,bag,7,0.009
close,spice,7,0.009
throw,bottle,7,0.009
put-in,bag:tea,7,0.009
pick-up,stock,7,0.009
put-down,sauce:soy,7,0.009
put-down,shell:egg,7,0.009
put-down,sandwich,7,0.009
start,microwave,7,0.009
put-down,starter,7,0.009
put-down,strainer,7,0.009
move,cheese,7,0.009
put-down,ramekin,7,0.009
pick-up,strainer:sink,7,0.009
get,salad,7,0.009
move,choi:pak,7,0.009
throw,food,7,0.009
check,temperature:water,7,0.009
throw,tomato,7,0.009
pick-up,sauce,7,0.009
grab,board:cutting,7,0.009
move,courgette,7,0.009
sprinkle-over,flour,7,0.009
chop,lime,7,0.009
mix-with,egg,7,0.009
mix,onion,7,0.009
put-down,liquid:dish:washing,7,0.009
pick-up,mould:cake,7,0.009
tap-on,egg,7,0.009
put-in,soap,7,0.009
gather,bit:food,7,0.009
cut,onion:spring,7,0.009
put-in,spoon:wooden,7,0.009
hoover,crumb,7,0.009
move,salt,7,0.009
close,oil:olive,7,0.009
pick-up,lid:pot,7,0.009
put-down,foil:aluminium,7,0.009
turn-off,mixer,7,0.009
fold,wrap,7,0.009
slice,courgette,7,0.009
slice,chorizo,7,0.009
turn-off,processor:food,7,0.009
turn-off,switch,7,0.009
pick-up,knife:bread,7,0.009
break-into,meat,7,0.009
turn,paper:baking,7,0.009
put-down,jar:clip:top,7,0.009
move,piece:pepper,7,0.009
put-in,oregano,7,0.009
put-down,lid:tupperware,7,0.009
put-in,jug,7,0.009
place,cup,7,0.009
grab,onion,7,0.009
turn,bowl,7,0.009
put-in,oat,7,0.009
sponge,fork,7,0.009
pick-up,packet:cheese,7,0.009
move,pan:frying,7,0.009
turn,dough,7,0.009
submerge,bowl,7,0.009
move,paper:greaseproof,7,0.009
grab,paper,7,0.009
change,temperature:cooker,7,0.009
cut,film:cling,7,0.009
get,board:cutting,7,0.009
cut,finger:lady,7,0.009
put-in,pizza,7,0.009
put-on,top,7,0.009
put-into,pasta,7,0.009
put,finger:lady,7,0.009
wipe,bowl,7,0.009
put,pie,7,0.009
pull,drawer,7,0.009
lift,lid:rice:cooker,7,0.009
put,mango,7,0.009
take,slice:pizza,7,0.009
peel,salmon,7,0.009
remove,cover,7,0.009
take,milk,7,0.009
open,drawer:fridge,7,0.009
dry,pot,7,0.009
press-into,dough,7,0.009
wash,table,7,0.009
put,food,7,0.009
lather,rest:spoon,7,0.009
empty,jug,7,0.009
pat,dough,7,0.009
scoop-up,sauce,7,0.009
rinse,utensil,7,0.009
put-onto,pot,7,0.009
take,oat,7,0.009
empty,bag,7,0.009
take,liquid:washing,7,0.009
lather,dish:soap,7,0.009
take,mango,7,0.009
wipe,plate,7,0.009
wash,rack:drying,7,0.009
rub-into,flour,7,0.009
take,sauce,7,0.009
lather,cup:coffee,7,0.009
take,sausage,7,0.009
put-onto,yoghurt,7,0.009
scrape,board:chopping,7,0.009
scoop,salt,7,0.009
pick,courgette,7,0.009
rinse,cooker,7,0.009
release-from,water,7,0.009
wash,rice,7,0.009
clean,pan,7,0.009
put,liquid,7,0.009
put,cover,7,0.009
scoop,vegetable,7,0.009
scoop-out,butter,7,0.009
dry-off,hand,7,0.009
dry-on,hand,7,0.009
pour-out,bowl:washing:up,7,0.009
put-on,v60,7,0.009
take,tablecloth,7,0.009
wash,v60,7,0.009
scrape-into,onion,7,0.009
put-on,tupperware,7,0.009
rinse,maker:coffee,7,0.009
open,butter,7,0.009
wash-with,bowl,7,0.009
remove,packaging,7,0.009
open,maker:coffee,7,0.009
wash,whisk,7,0.009
take,oregano,7,0.009
dry,board:cutting,7,0.009
put,jug:measuring,7,0.009
wash,water:tap,7,0.009
pour-out,wastewater,7,0.009
put,bottle:oil,7,0.009
rinse,sieve,7,0.009
clean,side,7,0.009
sponge,glass,6,0.008
wipe,microwave,6,0.008
open,pasta,6,0.008
pick-up,packet,6,0.008
turn-off,fan:extractor,6,0.008
sponge,bowl,6,0.008
pull,drawer:dishwasher,6,0.008
place,rag,6,0.008
put,cup:measuring,6,0.008
pull,rack:dish,6,0.008
cut,chilli:green,6,0.008
move,olive,6,0.008
put-down,leek,6,0.008
taste,pasta,6,0.008
slice,garlic,6,0.008
grab,oil,6,0.008
place,container:milk,6,0.008
chop,olive,6,0.008
grab,milk,6,0.008
inspect,meat,6,0.008
take,bacon,6,0.008
put-down,film:cling,6,0.008
remove,seed,6,0.008
open,plate,6,0.008
turn,breast:chicken,6,0.008
wash,wok,6,0.008
turn-down,machine,6,0.008
put-in,squash,6,0.008
put-in,roll:kitchen,6,0.008
close,bag:flour,6,0.008
fry,tomato,6,0.008
put-in,salmon,6,0.008
move,potato,6,0.008
cut,meat,6,0.008
place,mug,6,0.008
turn,tap,6,0.008
take-from,bread,6,0.008
remove-from,hand,6,0.008
switch-off,water:tap,6,0.008
move,remote,6,0.008
brush-onto,oil,6,0.008
dry,tupperware,6,0.008
switch-off,hob,6,0.008
get,bag,6,0.008
take,pin:rolling,6,0.008
switch-off,gas,6,0.008
open,cooker,6,0.008
move,pasta,6,0.008
place,garlic,6,0.008
slice,sausage,6,0.008
cut,end:onion,6,0.008
lift,mixer,6,0.008
pick-up,oil:sesame,6,0.008
put-down,juicer,6,0.008
put,filter:water,6,0.008
turn,mat:place,6,0.008
adjust,aubergine,6,0.008
smash,garlic,6,0.008
close,cap,6,0.008
move,piece:tofu,6,0.008
fry,bacon,6,0.008
scrape-off,food,6,0.008
wipe,rag,6,0.008
put-in,hand,6,0.008
move,cup:coffee,6,0.008
put-down,piece:pepper,6,0.008
stir,mix,6,0.008
put-down,tub:butter,6,0.008
push-off,tofu,6,0.008
rinse,holder:filter,6,0.008
stir,mixture:passata,6,0.008
wipe-on,brush:pastry,6,0.008
grab,bowl,6,0.008
open,moka,6,0.008
pick-up,tin,6,0.008
close,top,6,0.008
pick-up,tea,6,0.008
chop,cheese,6,0.008
sprinkle,tomato:sun:dried,6,0.008
get,salt,6,0.008
rinse,grill,6,0.008
sprinkle,sweetcorn,6,0.008
get,roll:kitchen,6,0.008
throw-into,bit:food,6,0.008
pick-up,rest:pot,6,0.008
grab,broccoli,6,0.008
throw-into,leftover,6,0.008
squeeze,cream,6,0.008
throw,skin:onion,6,0.008
put-in,bit:food,6,0.008
pick-up,starter,6,0.008
stir,broccoli,6,0.008
rinse,piece:lemon:squeezer,6,0.008
wrap,meat,6,0.008
stir,butter:melting,6,0.008
stir,chilli,6,0.008
throw,plate,6,0.008
stack,bowl,6,0.008
rinse,meat,6,0.008
throw,residue:food,6,0.008
put-down,rest:pot,6,0.008
put,brush,6,0.008
squeeze,orange,6,0.008
rinse,potato,6,0.008
wipe-with,board:chopping,6,0.008
put-down,pot:moka,6,0.008
put,banana,6,0.008
dry,bowl:salad,6,0.008
close,yoghurt,6,0.008
take,sock,6,0.008
throw,eggshell,6,0.008
squeeze,water:excess,6,0.008
rinse,juicer:lime,6,0.008
pick-up,tomato:chopped,6,0.008
wipe-off,pan,6,0.008
toss,rind,6,0.008
cut,bag:plastic,6,0.008
take,shirt:t,6,0.008
pick-up,piece:pitta,6,0.008
put,clip,6,0.008
stir-in,curd:cheese,6,0.008
pick-up,piece:pepper,6,0.008
put-in,dish,6,0.008
lick,finger,6,0.008
lather,grill,6,0.008
tear-off,broccoli,6,0.008
tip,bowl,6,0.008
lather,grid,6,0.008
pick-up,v60,6,0.008
stir-in,pasta,6,0.008
spoon,risotto,6,0.008
rinse,capsule,6,0.008
scoop-from,powder:biscuit,6,0.008
tear,bag:packing,6,0.008
put-in,freezer,6,0.008
put-down,maker:coffee,6,0.008
lather,fork:soap,6,0.008
cut,butter,6,0.008
take,roll:kitchen,6,0.008
put-in,crisp,6,0.008
grab,cutlery,6,0.008
pick-up,rack:drying,6,0.008
rinse,tray,6,0.008
cover-with,pan,6,0.008
sprinkle,flour,6,0.008
open,drawer:freezer,6,0.008
pick-up,rack:cutlery,6,0.008
get,pot,6,0.008
spread-onto,olive,6,0.008
close,sauce,6,0.008
spread-on,jam,6,0.008
put,chicken,6,0.008
put-in,broccoli,6,0.008
spread,dough,6,0.008
put-in,coriander,6,0.008
test,temperature:water,6,0.008
spread,cream,6,0.008
put-in,chicken,6,0.008
put-down,onion:spring,6,0.008
lather,peeler:potato,6,0.008
pick-up,pod:coffee,6,0.008
spoon-onto,chilli,6,0.008
put-in,container:food,6,0.008
put,chilli:red,6,0.008
spoon-into,yoghurt,6,0.008
turn-off,timer,6,0.008
put-down,sausage,6,0.008
scrub,glass,6,0.008
cut-into,onion,6,0.008
turn-over,cucumber,6,0.008
fill-with,pan,6,0.008
shake,cloth,6,0.008
hang,bag,6,0.008
hang,boxer,6,0.008
adjust,mixer,6,0.008
empty,kettle,6,0.008
wash,rag,6,0.008
pick-up,garbage,6,0.008
look-for,spice,6,0.008
wash,cucumber,6,0.008
empty,jar,6,0.008
put-into,spatula,6,0.008
pick-up,dish:oven,6,0.008
turn-with,meat,6,0.008
shake,bag,6,0.008
cut-into,garlic,6,0.008
put-on,oil,6,0.008
empty,bowl:salad,6,0.008
pick-up,bowl:plate,6,0.008
put-into,lettuce,6,0.008
put-into,lid,6,0.008
scrub,board:chopping,6,0.008
place-on,lid,6,0.008
pour-in,food,6,0.008
divide,meat:minced,6,0.008
scrub,colander,6,0.008
wash,salad,6,0.008
pick-up,base:pizza,6,0.008
pour-in,cereal,6,0.008
close,jar:sugar,6,0.008
peel,squash,6,0.008
dip,finger,6,0.008
throw,lemon,6,0.008
pick-up,finger:fish,6,0.008
pour-from,biscuit,6,0.008
put-under,tub,6,0.008
take-out,salt,6,0.008
put-onto,knife,6,0.008
separate,plate:pasta,6,0.008
pour,egg,6,0.008
measure,granule,6,0.008
put-on,chicken,6,0.008
pick-up,chip,6,0.008
pour-into,spice,6,0.008
take-out,pepper,6,0.008
pick-up,cafetiere,6,0.008
pour-into,squash,6,0.008
take,container:food,6,0.008
put-onto,pan,6,0.008
put-down,bottle:washing:liquid,6,0.008
take-out,patty:tuna,6,0.008
take-from,spoon,6,0.008
put-on,cup,6,0.008
take-out,milk,6,0.008
lower,shaker,6,0.008
wash,pepper:bell,6,0.008
wash,carrot,6,0.008
hang,towel,6,0.008
take-out,glass,6,0.008
unpack,stick:crab,6,0.008
unroll,film:cling,6,0.008
wash,peeler,6,0.008
put,rack:oven,6,0.008
pick-up,cover:food:processor,6,0.008
lift-up,pin:rolling,6,0.008
put-onto,slice:pizza,6,0.008
close,door:microwave,6,0.008
pour-on,oil:olive,6,0.008
set,machine:washing,6,0.008
fill,jar,6,0.008
put-down,brush,6,0.008
put-down,broccoli,6,0.008
put-on,potato,6,0.008
take,leaf:lettuce,6,0.008
increase,heat,6,0.008
pick-up,board,6,0.008
put-on,tomato,6,0.008
empty,strainer:sink,6,0.008
grab,spoon:wooden,6,0.008
pick-up,juice:fruit,6,0.008
grab,squash,6,0.008
flip,omelette,6,0.008
open,window,6,0.008
pour-into,liquid:washing,6,0.008
pour-onto,pasta,6,0.008
